Stock,Jesse_Score,Rank,Predicted_Change_Percent
ISTR,0.4862,4158,3.18
PHLT,0.4858,4159,6.57
VERO,0.4858,4160,2.04
ACGLN,0.4855,4161,2.48
IMNM,0.4855,4162,1.6
SMSI,0.4855,4163,-0.8
NSTS,0.4853,4164,-1.04
LANDM,0.4852,4165,13.8
GSRTR,0.4851,4166,4.45
LINK,0.4851,4167,-3.89
GLADZ,0.485,4168,13.16
CDNA,0.4848,4169,2.78
AEI,0.4846,4170,11.32
FTSL,0.4846,4171,2.8
MDIA,0.4846,4172,-2.99
FLWS,0.4845,4173,8.91
SLSN,0.4844,4174,12.67
WRAP,0.4844,4175,9.84
JACK,0.484,4176,-2.44
IMPPP,0.4839,4177,-4.62
JAMF,0.4839,4178,6.96
NPACU,0.4836,4179,8.62
CZR,0.4835,4180,-0.16
CCNR,0.4831,4181,-0.75
IRD,0.483,4182,-1.21
PNQI,0.483,4183,-3.93
LEGH,0.4827,4184,10.83
VFF,0.4827,4185,-3.92
KALU,0.4825,4186,13.96
CMPOW,0.4824,4187,14.26
OFS,0.4824,4188,4.89
PLRX,0.4824,4189,11.36
GEOS,0.4822,4190,9.82
CZWI,0.482,4191,5.12
TPST,0.482,4192,7.53
SDM,0.4818,4193,1.15
CAPTW,0.4817,4194,14.79
CNTX,0.4816,4195,0.75
LX,0.4816,4196,-4.7
OGI,0.4812,4197,4.46
GECCI,0.4809,4198,14.11
NA,0.4806,4199,6.98
TDUP,0.4805,4200,-2.71
THCH,0.4805,4201,10.75
INSE,0.4803,4202,8.45
ZBAO,0.4803,4203,2.41
SMLR,0.4802,4204,0.55
SQFTW,0.4801,4205,4.47
APGE,0.4799,4206,8.82
BGM,0.4799,4207,-0.99
TDI,0.4799,4208,-4.18
WOOF,0.4799,4209,4.82
ANTX,0.4795,4210,9.23
HPAIW,0.4792,4211,8.15
WEST,0.4791,4212,2.4
HISF,0.4789,4213,-2.95
BYFC,0.4786,4214,14.05
RDACR,0.4786,4215,4.36
ADBG,0.4785,4216,8.17
NMRA,0.4782,4217,11.33
GEG,0.4779,4218,-3.37
ASML,0.4776,4219,2.09
VLYPN,0.4775,4220,10.1
MSAIW,0.4771,4221,8.44
VIVK,0.4768,4222,9.93
BSJT,0.4766,4223,3.34
RARE,0.4765,4224,-3.3
FFIN,0.4763,4225,3.91
HAO,0.4762,4226,-2.48
ANSCU,0.4761,4227,12.38
TRIB,0.476,4228,-1.23
TRINI,0.476,4229,6.7
FNLC,0.4755,4230,8.16
QETAR,0.4753,4231,4.8
BLNE,0.4751,4232,10.14
NEON,0.475,4233,0.32
ROP,0.475,4234,1.57
IBEX,0.4749,4235,10.16
GEHC,0.4748,4236,10.19
ABEO,0.4747,4237,12.02
CLYM,0.4747,4238,6.35
REAL,0.4747,4239,4.39
VLYPP,0.4745,4240,-3.5
RBBN,0.4739,4241,9.13
ATAI,0.4738,4242,14.33
HONDU,0.4738,4243,5.19
FPA,0.4737,4244,-2.34
TBIL,0.4734,4245,0.32
PCTY,0.4733,4246,-3.85
SEIS,0.4733,4247,9.7
MTRX,0.4732,4248,7.69
EZGO,0.4731,4249,12.72
PFG,0.4731,4250,1.5
VACHW,0.4731,4251,4.3
BTFX,0.4728,4252,-0.73
NVAX,0.4728,4253,6.79
ZEOWW,0.4728,4254,12.42
TPLS,0.4727,4255,0.69
WFCF,0.4727,4256,-0.29
PEP,0.4726,4257,1.25
BHFAM,0.4722,4258,13.32
RDHL,0.4721,4259,11.45
PHVS,0.472,4260,0.27
ANSCW,0.4718,4261,11.32
OKUR,0.4718,4262,-1.85
SSSS,0.4718,4263,2.33
MNOV,0.4717,4264,10.82
COLM,0.4716,4265,-1.3
RCKY,0.4716,4266,2.34
ALGN,0.4714,4267,9.7
BZ,0.4713,4268,-3.82
INNV,0.4712,4269,1.62
FMTO,0.4711,4270,10.59
ASET,0.4709,4271,-2.41
ORMP,0.4708,4272,2.15
TLF,0.4707,4273,2.1
CRSP,0.4705,4274,-3.32
LXEH,0.4704,4275,-0.68
BLUE,0.4703,4276,4.29
OUSTZ,0.4702,4277,-2.99
HSII,0.4701,4278,-3.5
MLAC,0.47,4279,10.34
PTIR,0.47,4280,5.31
PSCH,0.4698,4281,13.86
NSIT,0.4691,4282,14.53
ARLP,0.469,4283,10.12
HXHX,0.469,4284,13.03
BIAF,0.4689,4285,-0.04
CABA,0.4688,4286,-2.6
AEHR,0.4685,4287,12.85
CSGS,0.4682,4288,12.12
IVF,0.4682,4289,1.88
FAB,0.4681,4290,12.65
MQQQ,0.4681,4291,7.1
ZBAI,0.4681,4292,5.33
LVRO,0.4678,4293,-2.17
PSCD,0.4677,4294,8.22
SQLV,0.4674,4295,-1.23
CORO,0.4673,4296,-1.74
OP,0.4673,4297,3.66
NMRK,0.4671,4298,-3.03
VRNS,0.4669,4299,9.9
BETR,0.4668,4300,4.32
GDRX,0.4668,4301,11.02
YIBO,0.4668,4302,2.32
EOLS,0.4666,4303,0.22
VSEEW,0.4663,4304,-0.45
XEL,0.4662,4305,4.0
BKYI,0.4661,4306,1.64
CVGW,0.4659,4307,14.13
SOHU,0.4656,4308,6.69
MVLL,0.4654,4309,8.83
AQMS,0.4653,4310,5.08
AOUT,0.4651,4311,8.86
SCLX,0.465,4312,3.7
CHRD,0.4645,4313,2.82
EA,0.4644,4314,1.79
IDN,0.4643,4315,-2.43
MEGL,0.4643,4316,6.37
BETRW,0.4642,4317,-3.42
EDBL,0.4642,4318,11.54
BPMC,0.4641,4319,8.21
IBTL,0.4641,4320,0.19
INBKZ,0.4641,4321,8.05
ALLK,0.464,4322,5.58
SDAWW,0.464,4323,2.96
NCEW,0.4639,4324,7.71
FSBW,0.4637,4325,12.53
PTF,0.4637,4326,14.43
BMBL,0.4634,4327,6.6
SHMD,0.4634,4328,11.45
EMEQ,0.4633,4329,-2.8
ISRLW,0.4632,4330,-3.45
NSPR,0.463,4331,-4.57
PALI,0.463,4332,1.84
CODX,0.4623,4333,11.65
EGAN,0.4623,4334,3.79
SEPN,0.4623,4335,10.99
VRCA,0.4621,4336,-2.4
ESPR,0.462,4337,14.55
ISPOW,0.4619,4338,12.13
MTEN,0.4619,4339,12.31
GPRE,0.4617,4340,-1.21
TKNO,0.4617,4341,3.92
IBBQ,0.4616,4342,6.04
SUGP,0.4616,4343,-0.99
ZTWO,0.4616,4344,-3.39
DLO,0.4612,4345,3.2
AOTG,0.4607,4346,11.63
ELIL,0.4607,4347,10.39
EXC,0.4607,4348,7.08
NXGLW,0.4604,4349,6.6
KPTI,0.4603,4350,-4.53
APP,0.46,4351,5.84
IFV,0.4598,4352,8.62
RILYL,0.4598,4353,1.91
RIGL,0.4596,4354,12.53
SABSW,0.4596,4355,10.14
KSCP,0.4591,4356,14.32
USIN,0.4591,4357,8.25
KFII,0.4588,4358,5.11
DOOO,0.4587,4359,10.9
EBON,0.4585,4360,-1.67
AVTX,0.4584,4361,6.46
LYFT,0.4583,4362,3.79
HWSM,0.4582,4363,11.53
WW,0.4581,4364,-1.84
RNA,0.4578,4365,8.8
NTNX,0.4576,4366,-0.07
CSGP,0.4575,4367,4.49
TELO,0.4575,4368,7.61
AMD,0.4571,4369,2.59
AIOT,0.4568,4370,6.34
ODDS,0.4568,4371,3.92
VYGR,0.4568,4372,14.08
CCIRU,0.4567,4373,12.9
WGRX,0.4563,4374,4.36
XTIA,0.4563,4375,10.05
IRIX,0.4562,4376,-4.56
OVID,0.4562,4377,6.66
ESGRP,0.4561,4378,6.75
EYEG,0.456,4379,10.75
JIVE,0.4557,4380,9.71
SOFX,0.4555,4381,5.21
TVGNW,0.4554,4382,-0.61
CALI,0.4546,4383,12.55
NWTG,0.4546,4384,7.18
PLUG,0.4546,4385,10.17
VCRB,0.4546,4386,4.28
VRRM,0.4546,4387,-0.76
MGIC,0.4545,4388,-4.93
OPTN,0.4542,4389,-1.89
TQQQ,0.4542,4390,-0.35
FGM,0.454,4391,4.31
OPBK,0.454,4392,11.47
TCX,0.4538,4393,12.06
WHLRP,0.4538,4394,9.43
CPIX,0.4536,4395,10.32
IBTQ,0.4536,4396,14.72
HNNA,0.4534,4397,-1.79
FERAU,0.4532,4398,3.93
MRAM,0.4531,4399,-1.69
MTVA,0.453,4400,13.05
NOEMU,0.453,4401,-3.66
PSCT,0.4528,4402,-3.09
UK,0.4527,4403,1.4
NCIQ,0.4526,4404,5.27
DHIL,0.4524,4405,-4.21
NWTNW,0.4523,4406,10.48
SBFM,0.4521,4407,-2.44
STBA,0.452,4408,-2.56
MYCK,0.4517,4409,2.46
RWAYL,0.4517,4410,2.26
TNGX,0.4516,4411,14.06
HFFG,0.4515,4412,11.47
WLGS,0.4514,4413,2.68
GLOW,0.4511,4414,10.63
NVTS,0.451,4415,0.81
PINC,0.451,4416,-0.38
GRABW,0.4509,4417,8.34
ALCYU,0.4508,4418,-1.98
POLEW,0.4508,4419,14.75
BKCH,0.4507,4420,11.33
SDG,0.4505,4421,4.91
SEED,0.4503,4422,-3.89
DLTR,0.4502,4423,9.84
FGMCR,0.4499,4424,7.96
IMTE,0.4499,4425,-1.0
AMST,0.4498,4426,3.03
NKTX,0.4492,4427,14.92
SEEM,0.4492,4428,-2.6
GNLN,0.4491,4429,14.23
MMYT,0.4491,4430,4.58
ACB,0.4488,4431,14.98
BOOM,0.4488,4432,9.04
PVBC,0.4488,4433,7.93
WTMY,0.4488,4434,7.75
AGNC,0.4487,4435,1.86
PRME,0.4487,4436,-0.14
ONCY,0.4486,4437,1.96
QQQS,0.4486,4438,6.53
WTMU,0.4484,4439,4.21
PEPS,0.4482,4440,-1.92
BOF,0.448,4441,13.31
PXS,0.448,4442,3.34
DIVD,0.4478,4443,1.81
GOCO,0.4477,4444,9.38
CATH,0.4476,4445,5.23
GCLWW,0.4476,4446,1.1
ECDAW,0.4474,4447,-2.89
SHEN,0.4474,4448,0.5
SNDL,0.4473,4449,14.89
MFI,0.4471,4450,11.1
RANGR,0.4471,4451,14.24
SMCL,0.4469,4452,9.24
RGCO,0.4467,4453,10.57
FALN,0.4466,4454,10.97
SITM,0.4465,4455,9.87
LEXX,0.4462,4456,2.37
FIVY,0.4459,4457,4.57
FMHI,0.4458,4458,2.29
GTEC,0.4458,4459,8.31
MNDY,0.4457,4460,-3.58
DSYWW,0.4455,4461,2.45
HPAI,0.4455,4462,9.26
KYTX,0.4455,4463,13.57
TBLAW,0.4455,4464,-2.29
FCVT,0.4452,4465,13.84
SPWRW,0.4451,4466,5.09
EVLV,0.445,4467,10.88
INM,0.445,4468,13.62
NIXX,0.445,4469,2.56
NRES,0.4448,4470,13.45
UMBFP,0.4447,4471,9.19
ERNA,0.4445,4472,-2.85
PRCH,0.4445,4473,14.69
TXSS,0.4443,4474,6.57
ZTOP,0.4442,4475,-0.19
BDSX,0.444,4476,0.22
RAINW,0.444,4477,14.73
BDMD,0.4439,4478,6.8
STRT,0.4439,4479,12.74
CGC,0.4438,4480,-3.97
COMT,0.4438,4481,10.59
QQQP,0.4438,4482,1.91
ZVZZT,0.4438,4483,4.32
AMBA,0.4436,4484,2.47
PQJA,0.4435,4485,12.43
FKU,0.4434,4486,0.74
FOLD,0.4433,4487,0.2
MLKN,0.4433,4488,-3.61
PETWW,0.4433,4489,14.32
RFDI,0.4432,4490,-2.23
GFLW,0.4431,4491,-1.16
LOGC,0.4431,4492,14.18
BAERW,0.443,4493,6.09
HQI,0.443,4494,4.21
CREV,0.4429,4495,-0.05
SKWD,0.4429,4496,5.87
BRNY,0.4428,4497,-1.11
KTTAW,0.4427,4498,2.01
VTVT,0.4427,4499,-3.75
FWRD,0.4426,4500,7.01
VSEC,0.4426,4501,10.86
WVVI,0.4425,4502,6.36
GPIQ,0.4424,4503,2.05
LUCY,0.4422,4504,-3.41
MHLD,0.4422,4505,-1.56
XAGE,0.4422,4506,10.69
ATLX,0.4421,4507,0.43
MRNA,0.4419,4508,14.06
PETS,0.4419,4509,12.78
ABCS,0.4416,4510,6.63
GLCR,0.4416,4511,2.04
AUR,0.4414,4512,9.81
VIGL,0.4414,4513,4.88
NUVL,0.4413,4514,6.3
TRSG,0.4412,4515,11.03
WB,0.4411,4516,9.02
LUCD,0.4408,4517,9.96
PFM,0.4408,4518,2.3
ACIW,0.4407,4519,0.08
APPX,0.4407,4520,9.71
SWIN,0.4404,4521,14.3
LSTR,0.4403,4522,-0.72
NEHC,0.4403,4523,7.94
BTOC,0.4402,4524,13.5
ECPG,0.4402,4525,10.29
CSIQ,0.4399,4526,-2.79
HOOK,0.4398,4527,12.04
MSBI,0.4397,4528,-1.8
GMHS,0.4393,4529,12.38
NTGR,0.4393,4530,10.65
ALDFU,0.4388,4531,-1.71
BNDX,0.4388,4532,13.23
WTFCM,0.4388,4533,5.43
OABIW,0.4387,4534,3.26
CACC,0.4385,4535,-1.61
SOXL,0.4384,4536,3.82
CSQ,0.4383,4537,9.97
UCTT,0.4383,4538,5.38
IMRN,0.4382,4539,3.46
AVDX,0.4378,4540,2.99
MNKD,0.4378,4541,9.23
NAGE,0.4378,4542,6.95
MGRM,0.4375,4543,-3.14
ADEA,0.4373,4544,-2.97
ACHV,0.4372,4545,8.65
KLTOW,0.4371,4546,11.59
ANIP,0.4369,4547,6.49
DASH,0.4368,4548,14.46
FRSX,0.4367,4549,3.92
LCID,0.4367,4550,0.36
SBFMW,0.4367,4551,0.61
NCMI,0.4365,4552,-1.31
BFRIW,0.4362,4553,3.82
ODVWZ,0.4362,4554,-3.47
POLE,0.4362,4555,5.23
KRUS,0.4356,4556,9.78
OVBC,0.4356,4557,10.37
TWG,0.4353,4558,14.51
NNNN,0.435,4559,10.14
SAIL,0.435,4560,1.23
TRNR,0.435,4561,1.92
FTDS,0.4349,4562,1.82
GRID,0.4345,4563,8.81
LUNG,0.4344,4564,13.04
PLBY,0.4344,4565,4.36
QTUM,0.434,4566,0.97
SVREW,0.434,4567,8.99
ECX,0.4338,4568,-4.69
RCGE,0.4338,4569,4.5
ALVOW,0.4336,4570,1.08
CCOI,0.4336,4571,12.17
TCMD,0.4336,4572,6.34
PLPC,0.4334,4573,12.41
VSAT,0.4334,4574,2.99
GRCE,0.4333,4575,-4.09
APDN,0.4328,4576,3.58
DCOMG,0.4327,4577,-4.21
DRMAW,0.4327,4578,11.96
RAPP,0.4327,4579,1.25
SSSSL,0.4327,4580,14.32
LUNR,0.4325,4581,-3.57
SQQQ,0.4325,4582,6.48
CLIK,0.4324,4583,0.18
POWI,0.4324,4584,5.08
SYBT,0.4323,4585,-0.72
BUFC,0.4322,4586,4.96
TC,0.4322,4587,10.01
ALLR,0.4321,4588,-2.72
FARO,0.4317,4589,11.95
CRESY,0.4314,4590,2.84
PANG,0.4311,4591,8.06
STEC,0.4311,4592,11.68
XTLB,0.431,4593,-3.93
NZAC,0.4307,4594,-4.34
SPC,0.4307,4595,14.04
JYNT,0.4306,4596,-3.06
MOBX,0.4306,4597,-3.31
GTENU,0.4305,4598,12.17
MIND,0.4302,4599,-4.55
MTSR,0.4302,4600,0.93
CREG,0.4301,4601,10.44
ISPC,0.4298,4602,10.99
ONCO,0.4296,4603,8.48
REAI,0.4296,4604,9.23
BRNS,0.4295,4605,10.65
GNSS,0.4294,4606,0.67
KDLY,0.4294,4607,-2.5
NUKKW,0.4292,4608,11.08
PCLA,0.4292,4609,-4.41
XNCR,0.4289,4610,8.33
DTSQU,0.4287,4611,2.9
INDV,0.4287,4612,7.57
OXLCN,0.4287,4613,10.52
AXDX,0.4285,4614,5.04
IVA,0.4285,4615,10.72
UFPI,0.4282,4616,8.55
CLSM,0.4281,4617,4.46
JSPRW,0.428,4618,-0.74
TTGT,0.4279,4619,12.98
BABX,0.4278,4620,7.72
QLYS,0.4274,4621,6.66
XOMAP,0.4273,4622,-3.12
CYCN,0.4272,4623,12.58
EXEEZ,0.4271,4624,0.29
CLOA,0.4268,4625,-1.83
FGEN,0.4268,4626,8.4
MKZR,0.4268,4627,-3.23
AADR,0.4267,4628,14.7
INDP,0.4265,4629,-4.43
JBIO,0.4265,4630,14.14
SAIHW,0.4265,4631,13.29
FRBA,0.426,4632,1.45
ANGL,0.4259,4633,13.31
GLAD,0.4259,4634,2.24
ABCL,0.4257,4635,6.61
YYGH,0.4257,4636,-3.35
XPON,0.4256,4637,-0.9
ECOW,0.4255,4638,14.29
MVSTW,0.4255,4639,0.2
ZI,0.4255,4640,5.42
BTBDW,0.4253,4641,6.7
OSPN,0.4253,4642,10.93
MIRA,0.4251,4643,-4.81
EVER,0.425,4644,5.73
EUFN,0.4248,4645,14.22
BSBK,0.4247,4646,8.59
GEGGL,0.4247,4647,13.06
AYRO,0.4246,4648,-0.75
EVLVW,0.4245,4649,-1.32
TATT,0.4245,4650,13.76
CRMG,0.4244,4651,10.33
FDCF,0.4244,4652,-1.81
SWKS,0.4242,4653,5.9
CVBF,0.424,4654,-1.11
ISTB,0.4237,4655,8.42
PALU,0.4236,4656,-0.83
ALCO,0.4234,4657,3.68
FTAI,0.4229,4658,0.17
KRON,0.4227,4659,1.81
VCLT,0.4227,4660,7.85
FCNCP,0.4226,4661,7.38
RDUS,0.4226,4662,-1.89
NAMI,0.4224,4663,9.03
PSIX,0.4223,4664,10.85
VGUS,0.4223,4665,-4.17
EBI,0.4219,4666,11.37
BREA,0.4218,4667,14.81
INLF,0.4218,4668,-0.31
OFSSH,0.4218,4669,5.82
BDMDW,0.4217,4670,6.16
CAMP,0.4217,4671,12.9
SHIP,0.4216,4672,-0.56
DMAAR,0.4215,4673,13.81
JDOC,0.4214,4674,2.27
YQQQ,0.4212,4675,2.03
MRVI,0.4209,4676,-2.29
HALO,0.4208,4677,12.1
QQLV,0.4206,4678,6.45
IMKTA,0.4205,4679,10.35
THRD,0.4202,4680,6.31
CFFI,0.4201,4681,10.4
HWKN,0.4198,4682,2.09
RILYN,0.4198,4683,5.36
SVA,0.4197,4684,0.36
RIBB,0.4195,4685,4.81
APPF,0.4193,4686,8.52
SVCC,0.4192,4687,7.04
ATMVR,0.4191,4688,-2.02
SNFCA,0.419,4689,14.35
MSTR,0.4189,4690,11.73
HOVRW,0.4188,4691,12.99
SCPH,0.4187,4692,9.78
IBTK,0.4186,4693,13.21
WKHS,0.4186,4694,-2.37
SMTC,0.4185,4695,1.91
YAAS,0.4184,4696,10.4
DYAI,0.418,4697,4.41
RDNT,0.418,4698,9.64
CHDN,0.4176,4699,6.14
DTSS,0.4176,4700,7.96
FEMB,0.4176,4701,0.45
TIRX,0.4174,4702,-4.66
YHNA,0.4171,4703,2.95
ALKS,0.4165,4704,3.13
CHSCN,0.4165,4705,4.61
FVN,0.4164,4706,13.7
SFWL,0.4163,4707,7.93
MNST,0.4162,4708,1.23
DYNXU,0.416,4709,-2.05
ECBK,0.416,4710,2.66
EOSEW,0.4158,4711,-3.33
PHIO,0.4157,4712,-0.11
STRO,0.4157,4713,10.69
FBNC,0.4156,4714,3.68
QQQH,0.4155,4715,-4.83
PRVA,0.4154,4716,2.11
OPTXW,0.4153,4717,4.91
RKLX,0.4152,4718,13.09
DH,0.4151,4719,8.16
WBD,0.4151,4720,5.34
FCA,0.415,4721,5.86
DVY,0.4148,4722,-3.28
LIPO,0.4147,4723,3.9
INTJ,0.4144,4724,8.2
TBMC,0.4143,4725,13.67
GLPI,0.4142,4726,6.55
SOLZ,0.4142,4727,0.26
QMID,0.4141,4728,-2.1
ZYBT,0.414,4729,9.81
GERN,0.4138,4730,12.0
FGFPP,0.4136,4731,12.83
BSJS,0.4132,4732,12.32
DCBO,0.4131,4733,6.88
HTBK,0.4131,4734,5.1
EWTX,0.413,4735,-4.7
DAPP,0.4127,4736,4.08
FONR,0.4127,4737,10.34
RFEU,0.4126,4738,3.9
XOS,0.4123,4739,8.26
HCWB,0.4122,4740,10.42
JSML,0.4122,4741,12.09
SHFS,0.4122,4742,-0.34
TASK,0.4122,4743,0.91
USGOW,0.4121,4744,3.77
KEAT,0.412,4745,7.57
PCSA,0.412,4746,14.03
QMMM,0.412,4747,-4.74
ZIMV,0.4116,4748,4.31
TSLR,0.4115,4749,4.47
PHH,0.4112,4750,5.12
AIFER,0.4111,4751,6.74
PSNYW,0.411,4752,12.3
AKRO,0.4108,4753,12.3
FITBP,0.4107,4754,6.78
FUFUW,0.4107,4755,4.85
HWH,0.4107,4756,6.52
LSH,0.4105,4757,12.46
SAIH,0.4102,4758,-3.27
BACQ,0.4101,4759,-4.41
MPWR,0.4101,4760,3.24
MNTSW,0.4098,4761,5.82
SCLXW,0.4098,4762,7.85
ICCM,0.4094,4763,-3.12
BSJP,0.4093,4764,8.29
PEBK,0.4093,4765,14.49
LINE,0.4092,4766,6.31
GQQQ,0.4091,4767,-4.4
NUTX,0.409,4768,5.85
ALTS,0.4089,4769,-3.18
BSMT,0.4089,4770,10.58
IPWR,0.4088,4771,4.96
QOWZ,0.4086,4772,13.33
BEAGR,0.4085,4773,1.13
LIVR,0.4084,4774,5.57
SOBR,0.4083,4775,10.48
MDIV,0.4082,4776,-1.2
MKDW,0.4082,4777,9.2
FDIG,0.4079,4778,6.87
FLN,0.4078,4779,-0.8
BDRX,0.4077,4780,-4.18
SLE,0.4077,4781,7.12
IMTX,0.4076,4782,12.03
IMCV,0.4075,4783,1.05
ON,0.4074,4784,11.28
ADVB,0.4071,4785,11.04
BSJU,0.4071,4786,8.19
IRTC,0.407,4787,-1.12
XPEL,0.407,4788,14.07
LEDS,0.4068,4789,-2.0
PQOC,0.4067,4790,9.0
SPRO,0.4067,4791,4.95
GFGF,0.4064,4792,0.46
RIVN,0.4063,4793,-3.94
QQQI,0.4058,4794,14.76
RMR,0.4058,4795,5.1
AIFU,0.4057,4796,4.45
FEAM,0.4057,4797,10.56
JAZZ,0.4057,4798,8.82
SYTA,0.4057,4799,11.05
SMXWW,0.4055,4800,3.01
SWIM,0.4055,4801,-4.91
OFLX,0.4053,4802,2.43
BNZIW,0.4052,4803,0.89
PARA,0.4049,4804,10.66
VGSR,0.4049,4805,4.71
FLL,0.4047,4806,0.83
MLACU,0.4047,4807,12.63
NVVEW,0.4047,4808,-4.56
SKK,0.4047,4809,3.09
BSCQ,0.4046,4810,-2.25
REFR,0.4046,4811,-4.53
STI,0.4046,4812,6.04
BMEA,0.4043,4813,9.21
HOOG,0.4042,4814,12.29
MTEKW,0.4038,4815,1.02
WYNN,0.4037,4816,0.77
PODD,0.4036,4817,2.8
NCPLW,0.4035,4818,3.64
OPOF,0.4033,4819,14.98
CRMLW,0.4031,4820,6.85
PENG,0.4031,4821,12.1
UPWK,0.4027,4822,0.1
XOMA,0.4025,4823,5.75
TXUE,0.4024,4824,10.99
EHLS,0.4023,4825,1.46
FEPI,0.4023,4826,7.39
CZFS,0.4022,4827,3.42
UPBD,0.402,4828,6.84
TRI,0.4017,4829,11.03
VTHR,0.4016,4830,-1.97
TROO,0.4015,4831,12.9
HYZD,0.4014,4832,2.42
LAES,0.4012,4833,8.48
ULH,0.4011,4834,-4.96
ALT,0.4009,4835,13.68
PSTR,0.4009,4836,12.7
ANGH,0.4008,4837,14.52
EMXF,0.4007,4838,11.31
FWONA,0.4005,4839,13.33
MLECW,0.4005,4840,7.55
BSRR,0.4004,4841,4.32
KOD,0.4004,4842,8.14
DCOMP,0.4003,4843,2.82
RRR,0.4003,4844,6.94
USLM,0.4003,4845,1.98
CDROW,0.4001,4846,10.82
RMCF,0.4,4847,-0.7
